height,shoulder_width,hip_width,left_knee_angle,right_knee_angle,left_elbow_angle,right_elbow_angle,height_width_ratio,shoulder_to_hip_ratio,person_name
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
67.31347113847733,11.281700134277344,0.932464599609375,16.344602359934363,7.39785754208618,40.28799797197372,31.10444123858719,5.966607012887879,12.098797250859109,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
67.31347113847733,11.281700134277344,0.932464599609375,16.344602359934363,7.39785754208618,40.28799797197372,31.10444123858719,5.966607012887879,12.098797250859109,Ganesan
59.77280795574188,9.983024597167969,0.8148193359375,16.614202299301876,10.821594302029856,39.68277481377749,32.39902286108235,5.987444724186948,12.251825842696627,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
67.31347113847733,11.281700134277344,0.932464599609375,16.344602359934363,7.39785754208618,40.28799797197372,31.10444123858719,5.966607012887879,12.098797250859109,Ganesan
59.77280795574188,9.983024597167969,0.8148193359375,16.614202299301876,10.821594302029856,39.68277481377749,32.39902286108235,5.987444724186948,12.251825842696627,Ganesan
53.80805253982544,8.955402374267578,0.8150482177734375,16.296506678664546,12.901313502337086,40.04342048619505,31.058166954716864,6.008446107841822,10.987573715248526,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
67.31347113847733,11.281700134277344,0.932464599609375,16.344602359934363,7.39785754208618,40.28799797197372,31.10444123858719,5.966607012887879,12.098797250859109,Ganesan
59.77280795574188,9.983024597167969,0.8148193359375,16.614202299301876,10.821594302029856,39.68277481377749,32.39902286108235,5.987444724186948,12.251825842696627,Ganesan
53.80805253982544,8.955402374267578,0.8150482177734375,16.296506678664546,12.901313502337086,40.04342048619505,31.058166954716864,6.008446107841822,10.987573715248526,Ganesan
40.80331116914749,8.491802215576172,0.6364059448242188,15.449364173005591,17.101082747534992,40.00371257726353,30.427164861567103,4.805023731511741,13.343373493975903,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
67.31347113847733,11.281700134277344,0.932464599609375,16.344602359934363,7.39785754208618,40.28799797197372,31.10444123858719,5.966607012887879,12.098797250859109,Ganesan
59.77280795574188,9.983024597167969,0.8148193359375,16.614202299301876,10.821594302029856,39.68277481377749,32.39902286108235,5.987444724186948,12.251825842696627,Ganesan
53.80805253982544,8.955402374267578,0.8150482177734375,16.296506678664546,12.901313502337086,40.04342048619505,31.058166954716864,6.008446107841822,10.987573715248526,Ganesan
40.80331116914749,8.491802215576172,0.6364059448242188,15.449364173005591,17.101082747534992,40.00371257726353,30.427164861567103,4.805023731511741,13.343373493975903,Ganesan
36.59375846385956,7.330741882324219,0.758514404296875,14.730047517485948,17.815790430394472,39.67232412413613,29.96569155138473,4.991821980813962,9.664604707302354,Ganesan
76.02493464946747,15.052928924560549,1.70928955078125,14.787581163115826,2.088496173077322,40.113155375339176,29.252264514488168,5.050507780278178,8.806541242635245,Ganesan
73.6549374461174,12.88799285888672,1.1358261108398438,15.942849830465416,4.747451991507576,40.56109045652179,31.632434331348136,5.715004520298889,11.346801007556676,Ganesan
67.31347113847733,11.281700134277344,0.932464599609375,16.344602359934363,7.39785754208618,40.28799797197372,31.10444123858719,5.966607012887879,12.098797250859109,Ganesan
